proverb_id,proverb,meaning,theme,example
P306,ইক্ষু পিষ্ট হলেও মিষ্টত্ব ত্যাগ করে না,গুণী কখনো তার গুণ হারায় না।,general,পাইকারি বাজারের ব্যবসায়িক মন্দার কারণে এক ব্যবসায়ী চরম আর্থিক সংকটে পড়েন। তিনি সততা বজায় রেখে ধারদেনা শোধ করার চেষ্টায় অবিচল থাকলেন। তার এই অটল বিশ্বস্ততা দেখে ব্যবসায়ীরা তাকে পুনরায় বড় অঙ্কের পণ্য বাকিতে সরবরাহ করতে রাজি হলো।
P307,উঁচুগাছেই মই বাঁধো,ফললাভের সম্ভাবনা বেশি থাকে।,general,অফিসের সাধারণ পদে বসে শুধু রুটিন মাফিক কাজ করলে কখনোই কাঙ্ক্ষিত উচ্চ পদ বা বড় ইনক্রিমেন্ট পাওয়া যায় না। তাই তিনি কৌশলগতভাবে কোম্পানির শীর্ষ কর্তাদের দৃষ্টি আকর্ষণকারী জটিল প্রজেক্টগুলোর দায়িত্ব নিজের কাঁধে তুলে নিলেন। এর ফলে ম্যানেজমেন্টের নজরে এসে তিনি খুব কম সময়েই কাঙ্ক্ষিত উচ্চ পদ এবং আকর্ষণীয় বেতন বৃদ্ধি লাভ করলেন।
P308,এঁটোপাত না যায় স্বর্গে,নীচু কখনো উঁচুপদ পায় না; পরমুখাপেক্ষীর সমৃদ্ধি সম্ভব হয় না।,general,প্রতিষ্ঠানের মূল কাজ বাদ দিয়ে সহকর্মীদের অন্ধ অনুকরণ করতে শুরু করল জুনিয়র কর্মকর্তাটি। সে নিজের কোনো মৌলিক কাজের দক্ষতা তৈরি না করে কেবল অন্যের ওপর নির্ভর করে দিন কাটাল। শেষ পর্যন্ত বার্ষিক মূল্যায়নে সে কোনো পদোন্নতি পেল না এবং তার ক্যারিয়ার থমকে গেল।
P309,ওল কচু মান তিনই সমান,"সবগুলি তুল্যমূল্য, উনিশ-বিশ।",general,"ক্লায়েন্টের দেওয়া প্রজেক্ট জমা দেওয়ার সময় শেষ মুহূর্তে দুটি কোডের ত্রুটি নিয়ে ডেভেলপার টিম বেশ বিপাকে পড়েছিল। তারা দীর্ঘক্ষণ পরীক্ষা-নিরীক্ষা করে দেখল দুটি ত্রুটির জন্যই সফটওয়্যারের কার্যকারিতা ঠিক একই মাত্রায় ব্যাহত হচ্ছে। ফলে কোনো একটিকে আগে সমাধান করলেই চলবে, দুটির গুরুত্ব আমাদের কাছে পুরোপুরি তুল্যমূল্য।"
P310,কড়ি দিয়ে হেঁটে নদী পার হোয়া,অর্থ গেল পরন্তু পরিশ্রমও করতে হল।,general,"অফিসের সিনিয়র ম্যানেজারকে খুশি করার জন্য অনাবশ্যক উপহার ও অতিরিক্ত অর্থ ব্যয় করেছিলেন সুমিত। অথচ নির্ধারিত মূল্যায়ন পরীক্ষায় তিনি অকৃতকার্য হন এবং দিনভর পরিশ্রম করেও কাঙ্ক্ষিত পদোন্নতি পেলেন না। এভাবে তার গলার মূলধন যেমন খোয়া গেল, তেমনি দিনভর মানসিক ধকল সহ্য করার শাস্তিও জুটল।"
P311,খাল পার হলে কুমিরকে কলা,বিপদ কেটে গেলে সবাই বীরপুরুষ; কার্যসিদ্ধি হয়ে গেলে লোকে উপকারীকে ভুলে যায়।,general,অফিসে নতুন প্রজেক্টের চরম সংকটে রাহাত সাহেব জুনিয়র কর্মীদের নিয়ে দিনরাত পরিশ্রম করে সফলভাবে তা সম্পন্ন করেছিলেন। কিন্তু উর্ধ্বতন কর্তৃপক্ষ তাকে বড় পদে উন্নীত করার পরপরই তিনি আগের সেই সহকর্মীদের সম্পূর্ণ এড়িয়ে চলতে শুরু করেন। বর্তমানে তিনি নিজের কৃতিত্ব জাহির করতে ব্যস্ত এবং সহযোগীদের অবদান পুরোপুরি অস্বীকার করছেন।
P312,গাছের দশটা থেকে পাতের একটাই ভাল,সম্ভাব্য কোন বড়প্রাপ্তি থেকে নিশ্চিত এক ছোটপ্রাপ্তি অনেক ভাল,general,ক্লাইন্টের বড় এবং জটিল একটা সফটওয়্যার প্রজেক্ট শেষ করার অসম্ভব দাবি আমার সামনে আসে। অতিরিক্ত লাভের আশায় প্রজেক্টটি না ধরে আমি আমার ক্ষমতার মধ্যে থাকা একটি ছোট কাজ সম্পন্ন করি। ফলে সময়মতো কাজটি বুঝিয়ে দিয়ে ক্লাইন্টের পূর্ণ আস্থা অর্জন করতে সক্ষম হই।
P313,ঘরে ভাত না থাকলে শালগ্রামের সোনা বেচে খায়,বাঁচার আপ্রাণ চেষ্টা করতে গিয়ে লেজেগোবরে,general,"অফিসের সিনিয়র ম্যানেজমেন্টের নজরে আসার জন্য তরুণ কর্মকর্তাটি নিজের বর্তমান গুরুত্বপূর্ণ প্রজেক্টের মাঝপথে হঠাৎ নতুন এক ঝুঁকিপূর্ণ কৌশল প্রয়োগ করল। সে দক্ষতার সাথে কাজ সম্পন্ন করার বদলে অতিরিক্ত উচ্চাশা দেখাতে গিয়ে পুরো টিমকে চরম বিপদের মুখে ঠেলে দিল। শেষ পর্যন্ত তার এই অপরিপক্ব সিদ্ধান্তের কারণে প্রজেক্ট তো হাতছাড়া হলোই, বরং তার চাকরিটাই এখন গভীর সঙ্কটের মধ্যে পড়ে গেল।"
P314,চক্রবৎ পরিবর্তন্তে সুখানি চ দুঃখানি চ,সুখদুঃখ চক্রকারে পরিবর্তিত হয়; একটার পর একটা আসে,general,"অফিসের বার্ষিক মূল্যায়নে কাঙ্ক্ষিত পদোন্নতি না পেয়ে অনিক অত্যন্ত ভেঙে পড়েছিল। সে হতাশ না হয়ে নিজের কাজের দক্ষতা বাড়াতে থাকে এবং পরবর্তী প্রকল্পগুলোতে অসাধারণ সাফল্য অর্জন করে। ফলস্বরূপ, পরের বছরই সে কোম্পানির সেরা কর্মীর স্বীকৃতিসহ বড় পদোন্নতি লাভ করে।"
P315,ছেঁড়া কচুর পাত এক বউকে ভাত দেয় না আরো বউয়ের সাধ,হাতের কাজই শেষ করতে পারে না আরো কাজের খোঁজ করে।,general,অফিসে নিজের বর্তমান প্রজেক্টের কাজ ঠিকমতো শেষ না করেই অনিমেশ নতুন দুটি বড় ক্লায়েন্টের দায়িত্ব নিতে আগ্রহী হলো। নির্ধারিত সময়ের মধ্যে কোনো কাজই সে মানসম্মতভাবে সম্পন্ন করতে পারল না। ফলে শেষ পর্যন্ত তার ঊর্ধ্বতন কর্মকর্তা তার পদোন্নতির ফাইলটি বাতিল করে দিলেন।
P316,"জুয়াচোরের বাড়ি ফলার, না আঁচালে বিশ্বাস নেই।",অনিশ্চয়তা সম্পর্কে সন্ধিহান; না দেখলে বিশ্বাস নেই,general,মক্কেল দাবি করেছিলেন কোডের কাজ সম্পূর্ণ ত্রুটিমুক্ত হয়েছে। ডেডলাইনের আগে কোডগুলো সার্ভারে স্থাপন করার পর নানা ধরনের সমস্যা সামনে চলে আসল। এই ঘটনা থেকে প্রমাণিত হলো নিজ চোখে কোডিং পরীক্ষা না করা পর্যন্ত কাউকে অন্ধভাবে ভরসা করা বোকামি।
P317,ঝাঁকের কই ঝাঁকে ফেরে/মেশে,সমধর্মীরা একসাথে থাকতে ভালবাসে।,general,অফিসে নতুন পরিচালক আসার পর থেকেই পুরনো লবিংকারী কর্মকর্তারা নিজেদের চারপাশে একটি শক্ত বলয় তৈরি করে ফেললেন। তারা নিজেদের পছন্দের মানুষদের গুরুত্বপূর্ণ সব প্রকল্প বরাদ্দ দিতে শুরু করলেন। এর ফলে যোগ্য ও নিরপেক্ষ কর্মীরা কাজের সুযোগ থেকে বঞ্চিত হয়ে কোণঠাসা হয়ে পড়লেন।
P318,টাকা চিটেগুড়- মক্ষি টানে,অর্থ থাকলে পাশে অনেক উমেদার জুটে যায়।,general,"বিভাগীয় প্রধানের পদটি ফাঁকা হওয়ার পর থেকেই অফিসে এক অদ্ভুত দৃশ্য দেখা যাচ্ছে। এতদিন যারা খোঁজ নিত না, তারাও এখন রোজ স্যারের কেবিনে দীর্ঘক্ষণ সময় কাটাচ্ছে। পরিণামে, তেলবাজির এই মহড়া দেখে পুরোনো কর্মীরা দারুণ বিরক্ত হলেও ঊর্ধ্বতন কর্তৃপক্ষ এই তোষামোদিকেই বেশি গুরুত্ব দিচ্ছে।"
P319,ঠেলায় পড়লে বামুন শালগ্রামের পৈতা/সোনা বেঁচে খায়,বিপদে পড়লে ভগবানে ভক্তি শিকেয় ওঠে।,general,"অফিসে সবসময় নীতিবাক্য আওড়ানো কর্মকর্তাটি যখন দেখলেন তার চাকরিটা সরাসরি হুমকির মুখে পড়েছে, তখন তিনি নিজের আদর্শ জলাঞ্জলি দিলেন। টিক থাকার জন্য তিনি ঊর্ধ্বতন কর্তৃপক্ষের সব অনৈতিক আবদার মেনে নিলেন এবং সহকর্মীদের বিরুদ্ধে মিথ্যা তথ্য ছড়ালেন। শেষ পর্যন্ত তার নৈতিকতার মুখোশ খুলে গেল এবং তিনি সবার কাছে চরমভাবে অপদার্থ প্রমাণিত হলেন।"
P320,ডানাকাটা পরী,কুদর্শনা নারীর প্রতি বক্রোক্তি।,general,অফিসের নবাগত কর্মীটি প্রথম দেখাতে নিজেকে অত্যন্ত দক্ষ ও মেধাবী হিসেবে জাহির করেছিল। কিন্তু মূল প্রজেক্টে তার কাজের মান দেখে পুরো টিম বুঝতে পারল যে সে কেবল বাইরের চাকচিক্যই দেখিয়েছে। শেষ পর্যন্ত তার অপরিপক্ব কাজের কারণে প্রতিষ্ঠানের বড়সড় আর্থিক ক্ষতি হয়ে গেল।
P321,ঢাক ঢাক গুড় গুড়,প্রকৃত অবস্থা গোপন করার চেষ্টা,general,বার্ষিক মূল্যায়নের সময় ঘনিয়ে আসতেই রোহিত তার দলের ব্যর্থতাগুলো সবার আড়ালে সরিয়ে ফেলতে তৎপর হয়ে ওঠে। সে ঊর্ধ্বতন কর্মকর্তাদের সামনে নিজের ভুলগুলো সুকৌশলে এড়িয়ে অন্য সহকর্মীদের ওপর দোষ চাপানোর পাঁয়তারা করে। ফলে শেষ পর্যন্ত যোগ্যরা বঞ্চিত হলেও তার এই চতুরতার কারণে পদোন্নতির তালিকা সে ঠিকই নিজের নাম লিখিয়ে নেয়।
P322,তালপাতার ছায়া মিছা কর তার মায়া,ক্ষণস্থায়ী বিষয়ের উপর নির্ভর করা যায় না।,general,"অফিসের একজন ঊর্ধ্বতন কর্মকর্তার মৌখিক আশ্বাসের ওপর অন্ধবিশ্বাস রেখে রায়হান তার গুরুত্বপূর্ণ প্রজেক্টের কাজগুলো অবহেলা করতে শুরু করল। সে ভাবল বস যখন মুখের কথা দিয়েছেন, তখন তার পদোন্নতি নিশ্চিতভাবেই হতে চলেছে। কিন্তু মাস শেষে অন্য একজনকে সেই পদে বসানো হলে সে চরম হতাশায় ভেঙে পড়ল।"
P323,"থোড়-বড়ি-খাড়া, খাড়া-বড়ি-থোড়","বৈচিত্রহীন, একঘেয়ে ভাব।",general,প্রতিষ্ঠানের ঊর্ধ্বতন কর্তৃপক্ষ নতুন নিয়মে বার্ষিক মূল্যায়নের ঘোষণা দিলেও কাজের ধরনে কোনো ইতিবাচক পরিবর্তন আসেনি। আগের মতো কেবল নামের পরিবর্তন করে নতুন ফরম্যাটে সেই পুরনো দায়িত্বগুলোই কর্মীদের কাঁধে চাপিয়ে দেওয়া হয়েছে। এতে কর্মীদের পদোন্নতির আনন্দ ফিকে হয়ে গেছে এবং কাজের একই একঘেয়ে চাপ আগের মতোই বহাল রয়েছে।
P324,দুঃখবিনা সুখ হয় কি মহীতে,সুখ-দুঃখ অবমিশ্র হয় না; সুখের আড়ালে দুঃখ থাকে।,general,অফিসে কাঙ্ক্ষিত উচ্চপদ লাভের আনন্দে অভিভূত হয়ে রোহিত অতিরিক্ত দায়িত্ব কাঁধে তুলে নিল। সে দিনরাত এক করে প্রতিষ্ঠানের লক্ষ্য অর্জনে নিজেকে পুরোপুরি সঁপে দিল। কিন্তু এই অতিরিক্ত কাজের চাপে তার ব্যক্তিগত জীবন বিপর্যস্ত হয়ে পড়ল এবং অর্জিত পদের পেছনের মানসিক অবসাদ তাকে গ্রাস করল।
P325,ধার করে কানে সোনা,কর্জ করে বাবুগিরি ফলায়; পরে ধার শোধ করতে গিয়ে বিপন্ন হয়।),general,নিজের এক টুকরো জমি না থাকলেও গ্রামের মোড়লদের নজরে আসার জন্য গ্রামের বিবাহ উৎসবে চড়া সুদে টাকা জমকালো ভোজের আয়োজন করল মজনু। পরবর্তী মৌসুমে ফসল তোলার পর সব ধান মহাজনের গোলায় তুলে দিলেও তার ঋণের সুদ শোধ হলো না। ফলে তার পরিবারের সারা বছর না খেয়ে দিন কাটানোর করুণ দশা তৈরি হলো।
P326,নদীর মুখে বালির বাঁধ,ক্ষণস্থায়ী/ভঙ্গুর প্রতিরোধ ব্যবস্থা; নিস্ফল প্রচেষ্টা,general,কোম্পানির শীর্ষ কর্মকর্তার অসন্তুষ্টি ঢাকতে সুমিত শেষ মুহূর্তে কিছু চমৎকার презентация তৈরি করে বসের টেবিলে জমা দিল। কিন্তু দীর্ঘদিনের জমে থাকা কাঠামোগত দুর্নীতির বিরুদ্ধে এই আকস্মিক উপস্থাপনা কোনো কাজে এল না। শেষ পর্যন্ত তার সমস্ত প্রচেষ্টা ব্যর্থ হয়ে গেল এবং পদোন্নতির তালিকা থেকে তার নাম বাদ পড়ে গেল।
P327,"পাগল কি গাছে ফলে, আক্কেলেতে পাগল বলে",আক্কেল গেলেই লোকে পাগলামি করে; পাগলামি করলে লোকে পাগলই বলবে।,general,ফ্রিল্যান্সার তানভীর ক্লায়েন্টের মন জয় করতে মাত্র একদিনে বিশাল একটি জটিল কোডিং বাগ সমাধানের অসম্ভব দায়িত্ব নিলেন। তিনি কোডের সিকিউরিটি এবং ব্যাকআপ নেওয়ার মৌলিক বিষয়টি সম্পূর্ণ উপেক্ষা করে হুটহাট কোড এডিট করতে শুরু করলেন। এর পরিণামে পুরো সার্ভার ক্র্যাশ করে গেল এবং ক্লায়েন্ট তাকে স্থায়ীভাবে বয়কট করল।
P328,"ফেলো কড়ি মাখ তেল, তুমি কি আমার পর?",অর্থের বিনিময়ে ইচ্ছাপূরণ; ব্যবসায়ে আত্মীয়তার সুযোগ নেই; ব্যবসায়ে কোন খাতির চলে না।,general,বার্ষিক মূল্যায়নে সিনিয়র ম্যানেজারকে ব্যক্তিগতভাবে খুশি করতে না পারলে জুনিয়র কর্মীর প্রমোশন আটকে যায়। ঊর্ধ্বতন কর্তৃপক্ষ কেবল কাজের ফলাফল ও লাভজনক প্রজেক্টের সফল সমাপ্তি দেখতে চায়। তাই ব্যক্তিগত সুসম্পর্ক থাকা সত্ত্বেও শেষ পর্যন্ত মূল অবদানের ভিত্তিতেই পদোন্নতির তালিকা চূড়ান্ত করা হয়।
P329,বিষ নেই তার কুলোপানা চক্কর,অক্ষমের বৃথা আস্ফালন; ক্ষমতাহীন ব্যক্তির মৌখিক আস্ফালন,general,বার্ষিক মূল্যায়নে ভালো কোনো প্রকল্প সফল করতে না পেরেও রিয়াজ সাহেব মিটিংয়ে সবচেয়ে উঁচু গলায় কথা বলতে লাগলেন। তিনি অন্যান্য সহকর্মীদের কাজের ভুল ধরতে শুরু করলেন যেন তিনিই প্রতিষ্ঠানের সবচেয়ে বড় চালিকাশক্তি। অথচ দিনশেষে তার নিজের কোনো বাস্তব অবদান না থাকায় কর্তৃপক্ষ তাকে সম্পূর্ণ গুরুত্বহীন করে রাখল।
P330,ভালমনের মানুষ ভাল দেখতে হয়,মন ভালো হলে চেহারায় তার আলাদা ছাপ থাকে,general,"প্রতিষ্ঠানের ঊর্ধ্বতন কর্মকর্তা যখন নতুন দলনেতা নির্বাচনের সিদ্ধান্ত নিচ্ছিলেন, তখন অনেকের মধ্যে তীব্র প্রতিযোগিতা চলছি। কিন্তু শান্ত স্বভাবের কর্মীর নিখাদ সততা এবং সহকর্মীদের প্রতি নিঃস্বার্থ সহযোগিতার মানসিকতা তার মুখাবয়বে এক অন্যরকম প্রশান্তি ফুটিয়ে তুলেছিল। শেষ পর্যন্ত কর্তৃপক্ষ তার এই স্বচ্ছ চরিত্র ও আত্মিক সৌন্দর্যের ওপর ভরসা রেখেই তাকে কাঙ্ক্ষিত পদের দায়িত্ব অর্পণ করেন।"
P331,মুখ মনের আয়না/মুকুর,মুখ দেখলে মন পড়া যায়।,general,"ব্যবহারিক পরীক্ষার বোর্ডে দাঁড়িয়ে শিক্ষার্থী যখন পরীক্ষকের কঠিন প্রশ্নের জবাবে কেবল থতমত খেয়ে দাঁড়িয়ে রইল, তখন তার ফ্যাকাসে বর্ণ ও নড়বড়ে পা বলে দিচ্ছিল তার প্রস্তুতি কেমন ছিল। সে যতই সহজভাবে হাসার চেষ্টা করুক না কেন, তার এই নার্ভাস ভাব দেখে পরীক্ষক বুঝতে পারলেন যে সে পড়াটি ঠিকমতো রপ্ত করেনি। ফলে, তাকে আগামী সেমিস্টারে আবার পরীক্ষা দেওয়ার জন্য মৌখিকভাবে প্রস্তুত থাকতে বলা হলো।"
P332,"যেমন বুনো ওল, তেমনি বাঘা তেঁতুল","যেমন কঠিন রোগ, তেমনি তীব্র ঔষধ; যেমন শঠ তেমন শাস্তি",general,অফিসের সিনিয়র ম্যানেজার দীর্ঘদিন ধরে নিচের স্তরের কর্মীদের নানাভাবে হয়রানি ও পদোন্নতি আটকে রাখছিলেন। ম্যানেজমেন্ট তার এই অনৈতিক দৌরাত্ম্য দমনে একজন অত্যন্ত কঠোর ও আপসহীন অডিট প্রধানকে নিয়োগ দিল। অবশেষে সেই দুর্নীতিবাজ কর্মকর্তার সব বেআইনি সিন্ডিকেট ভেঙে চুরমার হয়ে গেল।
P333,রোদে ধান ছায়ায় পান- খনা,রোদে ধান ভাল উৎপন্ন হয়; ছায়ায় পানের চাষ হয়।,general,অফিসে নতুন প্রকল্পের লিডার হওয়ার জন্য একে অপরের সাথে তীব্র প্রতিযোগিতা শুরু হয়েছিল। সঠিক সময়ে সঠিক দক্ষতা প্রদর্শন করে আমি বসকে আমার সক্ষমতার প্রমাণ দিলাম। এর ফলে আমার মেধার সঠিক মূল্যায়ণ হলো এবং আমি কাঙ্ক্ষিত পদোন্নতি লাভ করলাম।
P334,লাই দিলে কুকুর মাথা ওঠে,প্রশ্রয় পেলে নীচ প্রশ্রয়দাতার অনিষ্ট করে।,general,পাইকারি বাজারের এক নতুন খুচরা বিক্রেতা বারবার অনুরোধ করায় আমি তাকে বিনা জামানতে অনেক বাকিতে পণ্য সরবরাহ করেছিলাম। আমার এই ব্যবসায়িক উদারতাকে সে আমার দুর্বলতা হিসেবে নিয়ে সময়মতো দেনা পরিশোধ করা পুরোপুরি বন্ধ করে দিল। এতে আমার ব্যবসায় মূলধন সংকট দেখা দিল এবং বাজারে আমার নিজের লেনদেনের সুনাম মারাত্মকভাবে ক্ষুণ্ণ হলো।
P335,শুধু কথায় চিঁড়ে ভেজে না,"শুধু কথায় কাজ হয় না, কিছু অর্থ ব্যয় করতে হয়।",general,বার্ষিক মূল্যায়নে ঊর্ধ্বতন কর্মকর্তাদের কাছে নিজের দক্ষতার কেবল মৌখিক প্রশংসা করলেই ভালো পজিশন নিশ্চিত হয় না। নির্দিষ্ট লক্ষ্য অর্জনের প্রমাণ ও অতিরিক্ত দায়িত্ব পালনের শক্ত নথিপত্র ম্যানেজমেন্টের সামনে পেশ করতে হয়। এর ফলে কর্তৃপক্ষ সন্তুষ্ট হয়ে কাঙ্ক্ষিত পদোন্নতির চিঠি হাতে ধরিয়ে দেয়।
P336,ষরষের মধ্যে ভূত,ওষুধ/শুদ্ধির মধ্যে ভেজাল; দলের মধ্যে অনিষ্টকারী ব্যক্তি।,general,বার্ষিক পদোন্নতির জন্য পুরো টিম অত্যন্ত পরিশ্রম করে একটি যুগান্তকারী প্রকল্প তৈরি করেছিল। কিন্তু ম্যানেজমেন্টে থাকা প্রকল্পের প্রধানই গোপনে প্রতিযোগী প্রতিষ্ঠানের কাছে সমস্ত সংবেদনশীল তথ্য পাচার করে দেন। ফলে শেষ মুহূর্তে পুরো দল ব্যর্থ হয় এবং যোগ্য কর্মীরা পদোন্নতি থেকে বঞ্চিত হন।
P337,সোনার জলে গিলটি করা,"সোনার মতো চকচকে করে তোলা, সোনালি রং বা আলোয় রাঙিয়ে সজ্জিত করা।",general,"অফিসের জুনিয়র ডেভেলপার তার কাজের কোডিংয়ের দুর্বলতা ঢাকতে ওপরের অংশে চমৎকার ইউজার ইন্টারফেস ও দৃষ্টিনন্দন থিম যুক্ত করে দিল। ঊর্ধ্বতন কর্তৃপক্ষ বাহ্যিক ঝকঝকে রূপ দেখে তাকে পুরস্কৃত করলেও, ভেতরে কোডের জটিল ত্রুটির কারণে পুরো সিস্টেমটি একদিন হঠাৎ ধসে পড়ল।"
P338,হাঁ মুখে মাছি ঢোকে,অসতর্ক থাকলে বিপদে পড়তে হয়।,general,বার্ষিক মূল্যায়নের আগে সিনিয়র ম্যানেজার প্রজেক্ট রিপোর্টের শেষাংশ ঠিকমতো যাচাই করেননি। তিনি জুনিয়রদের ওপর অন্ধভাবে ভরসা করে ফাইলটি সিইও-এর দপ্তরে জমা দিয়ে দেন। পরবর্তীতে অডিটে বড় ধরনের গরমিল ধরা পড়ায় তার বহুদিনের কাঙ্ক্ষিত পদোন্নতি হাতছাড়া হয়ে যায়।
P339,"অনেক সুখ কপালে, ছেঁড়া কাঁথা বগলে",কপাল বলে কিছু নেই; মানুষ কর্মদোষে দুঃখ ভোগ করে।,general,"বার্ষিক মূল্যায়নে শীর্ষস্থান নিশ্চিত করতে সে গত এক বছর ধরে দক্ষতার সাথে বড় বড় প্রজেক্টগুলো সফলভাবে সম্পন্ন করেছিল। কিন্তু শেষ মুহূর্তে অফিসের নীতিনির্ধারক মহলের তোষামোদ না করে সে নিজের অহংকার ও অলসতাকে প্রাধান্য দিয়েছিল। পরিণামে যোগ্যতার স্বীকৃতি তো মেলেনি, বরং সে চাকরি হারানোর নোটিশ হাতে নিয়ে নিঃস্ব হয়ে পড়ে রইল।"
P340,আপন ঘরে সবাই রাজা,নিজের ঘরে যেমন প্রভুত্ব করা যায় অন্যত্র তেমন পারা যায় না।,general,শাখা কার্যালয়ে ছোট দলের নেতৃত্ব দিয়ে নিজেকে অদ্বিতীয় মনে করত অনিরুদ্ধ। কিন্তু প্রধান কার্যালয়ের উচ্চপদস্থ কর্মকর্তাদের সামনে প্রেজেন্টেশন দিতে গিয়ে সে পুরোপুরি আটকে গেল। নিজের ক্ষুদ্র সীমানার বাইরে পেশাদার প্রতিযোগিতার বিশাল ময়দানে তার সেই পুরনো কর্ত্রীগিরি টিকল না।
P341,ইটে নাই ভিটে নাই বাইরে মর্দানী,"ঘরে অন্ন নেই, বাইরে বাবুয়ানা; ফতেবাবুর ফুটানি",general,অফিসের বেসিক স্যালারি তিন মাস ধরে বকেয়া থাকলেও সিনিয়র এক্সিকিউটিভ সাহেব ব্র্যান্ডেড স্যুট পরে দামি আইফোন হাতে ডেস্কে বসে থাকেন। ক্লায়েন্ট মিটিংয়ে তিনি লাখ টাকার প্রজেক্টের বড় বড় কথা বলে সবাইকে মুগ্ধ করার চেষ্টা করেন। অথচ মাসের শেষে তার পকেটে রিকশাভাড়া দেওয়ার মতো নগদ টাকাও থাকে না।
P342,উচিৎ কথায় আহাম্মক রুষ্ট,উচিৎ কথা কইতে মানা; হক কথা শুনে নির্বোধও রাগ করে।,general,"অফিসের সিনিয়র ম্যানেজার যখন একটি ত্রুটিপূর্ণ প্রেজেন্টেশন সবার সামনে উপস্থাপন করলেন, তখন জুনিয়র অ্যানালিস্ট সব তথ্য সামনে এনে ভুলটি ধরিয়ে দিল। সে চেয়েছিল প্রজেক্টটি রক্ষা করতে এবং কোম্পানির ক্ষতি রোধ করতে। কিন্তু ম্যানেজার নিজের অক্ষমতা ঢাকতে উল্টো তার ওপর ক্ষেপে গেলেন।"
P343,এঁদো (পানাপচা) পুকুরে ডুবে মরা,বিরাট কাজ করে সামান্য ভুল করা।,general,বার্ষিক মূল্যায়নে সেরা পারফরম্যান্স দেখিয়েও অনিমেশবাবু শেষ মুহূর্তে এসে অফিস ম্যানেজমেন্টের একটি গোপনীয় ফাইলের পাসওয়ার্ড সহকর্মীর সাথে শেয়ার করে বসেন। এই একটিমাত্র দায়িত্বজ্ঞানহীন আচরণ তার বছরের পর বছর ধরে করা নিখুঁত ও পরিশ্রমী কাজগুলোকে এক নিমেষে ম্লান করে দেয়। ফলে পদোন্নতির ঠিক আগমুহূর্তে কোম্পানির কঠোর নীতিমালা ভঙ্গের কারণে তাকে বরখাস্ত করা হয়।
P344,ওষুধের চেয়ে পথ্যি ভালো,সুসমখাদ্য ডাক্তারের চেয়ে ভাল ডাক্তার।,general,অপরিচিত এক ব্যক্তির লোভনীয় অফারে প্রলুব্ধ হয়ে লিমনের অ্যাকাউন্ট থেকে সমস্ত ব্যক্তিগত তথ্য এক ক্লিকেই অন্য সাইটে চলে গেল। অ্যাকাউন্ট হ্যাক হওয়ার পর নামমাত্র কিছু সিকিউরিটি অ্যাপ ডাউনলোড করেও সে তার খোয়া যাওয়া গোপন ডেটা আর উদ্ধার করতে পারল না। ডিজিটাল দুনিয়ায় এই ধরনের বিপদ থেকে বাঁচার একমাত্র উপায় হলো সচেতনতা এবং অনলাইনে অতিরিক্ত সতর্কতা অবলম্বন করা।
P345,কত জলে কত চাল/চিঁড়ে ভেজে দেখো,যা জানতে না তা এখন জেনে নাও।,general,জুনিয়র সফটওয়্যার ইঞ্জিনিয়ার রনি ভেবেছিল সিনিয়র পদের কাজের চাপ সে সহজেই সামলে নিতে পারবে। কিন্তু নতুন বড় প্রজেক্টের কোডিং সামলাতে গিয়ে সে পুরোপুরি হিমশিম খেতে শুরু করে। শেষ পর্যন্ত অভিজ্ঞ ম্যানেজার তাকে ডেকে সমস্ত জটিলতা হাতে-কলমে বুঝিয়ে দেন।
P346,"খালি পেটে জল, ভরা পেটে ফল",খালি পেটে জল খাওয়া নেই এবং ভরা পেটে ফল খাওয়া নেই- বৈদ্যের বিধান।,general,অফিসে নতুন পদোন্নতির দৌড়ে টিকে থাকতে তরুণ কর্মকর্তা অহেতুক তাড়াহুড়ো করে ঊর্ধ্বতন কর্মকর্তাদের কাছে নিজের ভুল সিদ্ধান্ত পেশ করল। উপযুক্ত প্রস্তুতির অভাবে সে কাঙ্ক্ষিত লক্ষ্য অর্জনে সম্পূর্ণ ব্যর্থ হলো। সঠিক নিয়ম না মেনে শর্টকাট পদ্ধতি অবলম্বন করায় তার ক্যারিয়ারের অগ্রগতি থমকে গেল।
P347,গিন্নির দোষে/পাপে গৃহস্থ নষ্ট,গিন্নি অকর্তব্যকাজ করলে সংসার সুখের হয় না,general,দলের টিম লিড সময়মতো সঠিক প্রজেক্ট রিপোর্ট জমা না দেওয়ায় পুরো টিম বড় ধরনের বিপদে পড়েছিল। উচ্চপদস্থ কর্তারা এই গাফিলতির কারণে সমগ্র ব্রাঞ্চের বার্ষিক ইনক্রিমেন্ট আটকে দেন। এর ফলে সকল কর্মীর কঠোর পরিশ্রম সত্ত্বেও প্রতিষ্ঠানটির লক্ষ্যমাত্রা পুরোপুরি ব্যর্থতায় পর্যবসিত হয়।
